Datum;Stand Willem Loresluis;Stand Driewegsluis
19451101;837,1;498
19501101;834,78;500
19540922;836,36;500,9
19630225;834,04;495
19351111;831,82;505,1
19450911;829,5;497
19830602;834,08;511,9
19190413;831,76;501
19080408;829,44;503
19430106;827,12;498
19480928;826,3;497,5
19330109;825,98;499
19350630;823,66;495
19351227;821,34;500
19480410;819,22;500,2
19730615;816,9;500
19100809;815,98;506,4
19140102;814,56;495,9
19080907;812,24;503
19150302;809,92;505
19430108;807,6;497
19080901;817,38;517,1
19370507;816,56;499,5
19160304;817,14;503,9
19451110;814,82;495
19800817;812,5;496
19150813;838,78;530,6
19260422;836,96;495,5
19460923;844,74;508,1
19801208;842,32;496,9
19131219;840;500
19320524;843,08;503,4
19450130;841,96;500,2
19590329;839,64;497
19870102;839,12;498,8
19131029;836,8;504
19131128;834,48;501
19160809;832,26;500,1
19240119;848,94;515
19451015;846,82;497,2
19731026;844,4;502,9
19800713;855,68;509,6
19411111;853,96;497,6
19480721;851,64;505
19161219;849,32;501
19190731;847;495
19160815;845,58;501,9
19260411;843,26;495
19421206;843,14;506,2
19590508;840,82;502
19731207;852,3;517,8
19131103;850,88;500,9
19231130;848,76;499,2
19271023;846,54;499,1
19330108;847,62;507,4
19351224;845,6;505,3
19500815;843,28;499
19550221;841,06;497,1
19731209;838,94;501,2
19231212;836,62;504
19420814;834,4;496,1
19421122;833,18;501,1
19430215;842,76;510,9
19650613;840,54;495,1
19150313;838,52;502,3
19421205;845,4;504,2
19930912;844,58;506,5
19480717;842,96;505,7
19931205;840,64;499
19241213;838,42;497,1
19650130;836,1;496
19360220;833,88;504,1
19320518;831,56;498
19370419;830,04;505,8
19540915;827,82;502,1
19370522;825,5;496
19731223;824,88;501,7
19820512;822,56;499
19240902;821,04;495,8
19271127;818,72;500
19280225;816,4;497
19390124;815,78;498,7
19550109;813,46;499
19590313;811,14;501
19930326;808,92;495,1
19350926;806,9;500,3
19411112;807,28;501,7
19450118;809,46;504,5
19790709;811,14;502
19840314;808,82;496
19100227;806,5;501
19390126;808,88;502,7
19450116;806,66;500,1
19160103;815,24;505,9
19790706;812,92;497
19421021;826,7;520,1
19100301;829,08;508,7
19870101;835,16;511,4
19161221;837,94;503,1
19150214;843,02;512,4
19160305;843,7;506
19170203;841,38;504
19960413;839,06;503
19240904;836,74;495
19841027;834,42;502
19280202;832,1;498
19171002;829,78;504
19450828;827,46;504
19480927;825,14;497
19150225;823,02;503,2
19161211;820,9;501,2
19480408;824,98;503,4
19370506;822,66;496
19870108;821,34;500
19360116;819,02;495
19480316;817,2;505,5
19250109;815,38;503,5
19370223;814,76;506,7
19100808;812,64;500,2
19190409;810,32;496
19570903;809,3;504,3
19231227;807,68;505,7
19650115;814,36;511
19890626;812,14;503,1
19170803;824,32;513,5
19270825;835,9;508,9
19420906;834,38;500,8
19590402;832,06;497
19461004;841,04;512,3
19730206;838,92;500,2
19750924;837;495,4
19451116;834,68;504
19131213;832,36;500
19320319;830,04;504
19640110;828,02;500,3
19430216;828,8;500,1
19180411;826,58;500,1
19280207;824,26;496
19450301;823,74;499,8
19500808;821,42;499
19731222;819,6;504,5
19140126;824,18;507,9
19390123;829,56;503,7
19750906;827,34;500,1
19930911;824,92;495,9
19360222;826,9;501,3
19140123;824,58;500
19140309;843,06;515,8
19160308;840,94;496,2
19280122;839,52;504,9
19450129;837,2;505
19930828;834,88;495
19560828;833,26;505,7
19421123;834,24;503,3
19451108;840,62;504,7
19540830;838,3;496
19751005;836,78;498,8
19840113;844,06;512,6
19150223;841,94;501,2
19271109;840,92;505,3
19790707;841,6;501
19140428;839,28;495
19330113;843,86;511,9
19451026;853,24;508,7
19140101;851,32;495,4
19241214;852,3;500,3
19131201;857,58;507,6
19330106;856,46;502,2
19430117;854,14;498
19160109;852,02;499,2
19360226;849,8;495,1
19190516;847,48;500
19190420;845,16;505
19370504;842,94;496,1
19731211;846,42;510,8
19370222;853,2;506,1
19650610;850,98;495,1
19240105;848,66;497
19421121;847,94;504,6
19100225;847,72;500,1
19450124;846,3;498,9
19500811;843,98;500
19160125;841,76;499,1
19370517;839,44;503
19800801;837,32;501,2
19540813;842,6;503,6
19160216;845,18;499,9
19160814;855,86;508
19450228;853,54;504
19131102;852,52;500,3
19160106;850,7;503,5
19411028;856,98;511,6
19590317;854,66;504
19730208;856,74;504,4
19870105;854,82;496,4
19890711;852,5;498
19540917;850,18;505
19100224;855,46;511,6
19160405;853,14;504
19391218;850,82;501
19540909;850,2;504,7
19150822;847,98;496,1
19370225;850,96;500,3
19550110;852,24;506,6
19451104;850,02;495,1
19250102;859,4;511,7
19370303;857,08;498
19450127;859,26;503,5
19570902;858,74;501,8
19131215;861,82;501,4
19411110;860,3;498,8
19540819;868,08;515,1
19260421;867,86;500,1
19450119;869,24;507,7
19351026;868,32;497,4
19370418;866,4;505,4
19500816;868,08;499
19480716;865,86;501,1
19131204;870,64;504,1
19160217;871,02;505,7
19920914;868,7;499
19231231;866,38;497
19550115;865,76;496,7
19231125;863,44;496
19240901;862,72;500,6
19460414;860,4;496
19480409;861,68;508,6
19091231;860,76;502,4
19351110;858,44;497
19360213;856,12;496
19520417;853,8;503
19160228;851,98;502,5
19241127;849,66;501
19480322;847,34;501
19730318;845,12;496,1
19790602;842,8;495
19271009;840,48;497
19351008;839,86;505,7
19870107;837,44;495,9
19960410;837,12;501
19260420;841;511,2
19451031;839,08;496,4
19501031;836,76;503
19630224;834,44;501
19450910;832,12;496
19271115;830,3;500,5
19890707;828,08;501,1
19190412;832,86;509,1
19351009;832,94;500,4
19080407;830,62;504
19160222;828,5;497,2
19430105;826,28;499,1
19450823;829,86;508,9
19280210;833,34;506,8
19350629;831,02;495
19351226;830,6;499,9
19421120;829,38;505,1
19730614;827,06;496
19550113;824,84;498,1
19080906;822,52;499
19150301;826,5;507,3
19430107;828,88;503,7
19451014;826,76;495,2
19351223;824,54;502,1
19271108;823,42;496,2
19330104;821,2;495,1
19360215;823,78;508,9
19150312;821,86;499,4
19160808;819,54;497
19231129;818,12;501,9
19451109;819,2;508,4
19480104;816,98;496,1
19540904;827,36;514,7
19800816;824,94;499,9
19240101;825,32;503,7
19540908;823,1;503,1
19570901;832,18;513,4
19590315;836,36;503,5
19731208;838,54;499,5
19131218;836,22;498
19590328;833,9;503
19131028;831,58;505
19131127;829,96;497,7
19960409;827,64;504
19271022;838,82;508,5
19420905;836,6;501,1
19330105;836,78;507,5
19480720;834,46;499
19550220;832,14;498
19161218;829,82;502
19190730;827,5;502
19231226;837,38;507,2
19420813;844,26;512,2
19801207;847,64;501,7
19160824;845,72;497,4
19260410;844,1;498,7
19590507;841,78;502
19650612;845,16;507,7
19180403;843,94;498,1
19450920;841,62;503
19350925;849,5;511,2
19731025;847,28;505,1
19241212;845,26;503,3
19500814;843,04;500,1
19231211;840,72;497
19260406;838,5;496,1
19450120;839,18;499
19280121;836,86;500
19360219;835,34;504,8
19480315;833,02;502
19550114;833,4;507,7
19250108;831,08;495
19351225;833,46;503,7
19131101;840,64;505,5
19540914;838,32;505
19590425;836;501
19140310;837,48;506,8
19931204;837,36;499,2
19480101;849,74;519,7
19650129;847,42;498
19351007;845,2;498,1
19240831;852,08;512,2
19320517;850,46;500,7
19930325;848,54;505,4
19370521;846,22;504
19751004;845,1;505,2
19931203;842,98;501,2
19450115;841,46;500,8
19820511;839,14;499
19741017;836,72;503,9
19271126;834,6;502,2
19280224;832,28;499
19550108;829,96;501
19590312;827,94;505,3
19080404;827,12;498,5
19150224;828,7;498,9
19161210;826,98;498,6
19351025;824,66;501
19560827;829,24;509,9
19650506;828,22;505,3
19840313;825,8;496,9
19100226;827,18;500,7
19750923;825,76;495,9
19731221;823,34;499,9
19790705;821,02;501
19450123;818,7;495
19091230;816,38;496
19100807;814,06;495
19160223;814,84;501,1
19170202;812,52;500
19960412;810,2;498
19240903;812,68;500,8
19841026;810,26;501,9
19280201;809,54;500,6
19450204;817,42;508,2
19590324;815,2;495,1
19171001;812,88;500
19450827;810,56;497
19480926;808,24;504
19231119;828,62;517,7
19640109;828,1;502,8
19370505;829,78;502
19421022;832,26;507,8
19730205;830,14;502,2
19890625;827,82;498
19360115;825,5;502
19280204;823,68;503,5
19840309;821,26;502,9
19160325;825,34;503,4
19190408;823,02;502
19280212;820,8;502,1
19650504;832,78;514,3
19360224;832,16;501,7
19590401;829,84;504
19131231;827,52;505
19391207;825,3;500,1
19420903;822,98;497
19180410;820,66;497
19160307;824,94;507,6
19161222;827,62;500
19451115;825,3;502
19131212;824,18;503,2
19320318;821,86;505
19320406;833,24;510,7
19750905;831,42;500,5
19150222;829,2;500,1
19280206;826,88;498
19411109;824,76;497,2
19271107;822,64;497,2
19351201;829,72;504,4
19500807;827,4;503
19421119;826,08;498
19160105;830,96;504,2
19160108;829,84;505,2
19140122;827,52;504
19190414;831,2;505
19421025;830,08;499,2
19450128;831,76;504
19930827;829,64;499,2
19411106;828,32;505
19640108;826,9;503,9
19870104;832,48;503,9
19930910;832,46;506,3
19540829;830,14;496
19930909;827,72;498,9
19360225;828,1;504,7
19370415;826,78;497
19731212;828,96;502,5
19140427;826,64;503
19160326;827,12;504,8
19370503;824,8;495
19890628;822,98;495,5
19180328;821,66;496
19231208;831,44;508,1
19271120;829,12;500
19080403;828;497,2
19430116;825,68;498
19650609;823,66;504,3
19800731;821,34;505
19160825;822,52;508,5
19420818;820,2;500
19131113;825,38;507,5
19190515;823,06;503
19280131;820,94;497,2
19351002;819,92;505,3
19190419;817,6;504
19180402;815,28;500
19231128;821,56;507,6
19160124;820,04;504,8
19351228;823,92;501,2
19540912;823,7;500,1
19240104;821,38;497
19360223;824,06;502
19370308;822,24;499,5
19370417;820,32;497,4
19500810;825,4;512,4
19590410;824,38;501,3
19260407;825,66;505,6
19370516;824,44;505,1
19450106;822,12;501
19650505;822,8;507
19160227;820,58;496,1
19271113;818,46;501,2
19751003;816,24;500,1
19450227;813,92;502
19590316;815,5;501,9
19080329;813,18;498
19271114;813,26;500,4
19420819;813,54;500,6
19150821;820,92;504,7
19890710;818,6;504
19160117;817,18;501,9
19241130;815,86;502
19540911;820,44;509,9
19540916;824,02;507,9
19451030;821,7;495
19131126;819,58;497,2
19160404;817,76;496,5
19360217;815,44;499
19451103;819,72;506,6
19650116;822,9;504,5
19391127;839,58;520
19391217;837,26;499
19430101;854,24;515,3
19590320;861,32;509,4
19360105;859;505
19080902;863,18;504,5
19260409;861,16;496,3
19360218;861,24;497,4
19550201;858,92;496
19370302;856,7;496,1
19480715;855,78;501,4
19980820;853,36;495,9
19150311;851,04;500
19730317;849,52;499,8
19160221;847,2;501
19920913;847,08;505,2
19231230;844,76;497
19450114;842,44;497
19750922;840,02;498,9
19231124;837,7;502
19460413;835,38;505
19480712;840,36;507,3
19890708;842,54;499,5
19320516;841,62;506,4
19351109;839,4;504,1
19360212;837,08;505
19391128;837,36;501,6
19520416;835,14;502,1
19451013;832,82;499
19890706;830,5;499
19241126;828,18;496
19480321;825,86;501
19790601;825,64;498,1
19080903;825,92;502,6
19271008;823,6;501
19430104;822,08;497,8
19920912;819,76;496
19160823;817,44;503
19411107;818,32;505,2
19501030;816,3;505,3
19630223;813,98;495
19131211;811,66;501
19140311;813,44;505,1
19240102;815,52;508,4
19450909;813,2;496
19550112;811,18;505,3
19351222;810,46;503,6
19080406;808,14;498
19330103;806,02;496,2
19421026;807;508,3
19480713;807,18;506,5
19840115;806,86;501
19870106;809,74;502,2
19350628;807,42;495
19730613;805,1;497
19351219;802,78;503
19480103;801,96;498,5
19080905;799,64;499
19161209;797,32;499
19450225;795,2;503,2
19241211;793,08;502,2
19540907;791,86;498,1
19160107;794,84;501,3
19251221;806,32;517,8
19650607;804,1;505,1
19790531;816,08;516,3
19750911;824,16;509,4
19160807;822,04;495,2
19420904;823,42;500,7
19421024;822,1;501
19550216;820,58;501,8
19930324;818,26;496
19131217;817,34;499,4
19351001;815,52;505,5
19420831;814;505,8
19590327;813,68;506
19131027;812,06;495,7
19140105;818,64;506,9
19960408;816,22;494,9
19421118;815,9;503
19930821;813,48;496,9
19731024;811,26;499,1
19800815;821,64;514,7
19080402;819,82;502,5
19480106;818,5;496
19480719;816,48;495,3
19500813;822,06;510,9
19550219;819,94;505,2
19161217;818,22;496,6
19190729;815,9;505
19260405;813,58;502
19590506;811,26;495
19840114;814,84;504,9
19450919;826,12;509,6
19590311;824,2;502,4
19411105;821,88;498
19421028;820,96;503,4
19590409;828,94;510,3
19931202;826,52;495,9
19231210;824,3;503,1
19370414;821,98;505
19280120;819,76;495,1
19351006;817,44;500
19480314;815,12;497
19650117;816;498,2
19250107;814,08;505,4
19271125;811,96;503,2
19280203;816,24;501,6
19180327;815,12;504,2
19350929;822,7;514,9
19540913;823,88;502,5
19590424;821,56;501
19640107;819,54;503,3
19731213;820,92;502,7
19650128;818,7;502,1
19441124;817,38;506
19750926;816,36;501,3
19590326;814,04;501
19421117;812,52;501,8
19441127;810,6;502,4
19370515;820,78;514,5
19370520;818,46;501
19480714;819,04;503,9
19161212;823,42;510,7
19820510;821,1;499
19080330;822,28;500,5
19280223;819,96;501
19351229;821,34;507,7
19550107;819,02;503
19351024;816,7;499
19750904;814,28;498,9
19271123;811,96;498
19091227;809,64;497
19351221;808,52;505,2
19590323;806,3;504,1
19730204;803,88;496,9
19741016;801,46;497,9
19790704;799,14;500
19450122;796,82;504
19091229;795,1;505,6
19100806;792,78;498
19320515;790,56;495,1
19840312;788,14;501,9
19160123;785,82;500
19170201;783,6;505,1
19960411;786,78;506,5
19131208;784,96;499,5
19170930;782,64;498
19241129;780,32;502
19450826;778;502
19480925;775,78;502,1
19731220;773,46;496
19370226;777,04;506,9
19480102;779,72;508
19280211;782,9;500,5
19451111;788,28;510,7
19841025;795,66;508,7
19890624;793,34;499
19160116;791,42;495,4
19360114;790;504,9
19890627;794,58;502,9
19190407;792,26;495
19360107;790,04;499,1
19840122;790,02;504,3
19170813;801,5;513,8
19391206;799,38;504,2
19840121;797,06;498
19180330;795,24;497,5
19411108;796,32;501,4
19271106;813,2;514,2
19590331;810,98;498,1
19590415;809,86;498,2
19840308;807,44;496,9
19131230;807,32;502,2
19420902;805,2;498,2
19150221;802,88;499
19180409;800,56;496
19160225;798,24;503
19451114;796,12;499,2
19131216;799,9;505,1
19271110;804,28;508,7
19320317;802,16;504,2
19731020;810,44;513,6
19930826;808,22;500,1
19370307;808;499,1
19451112;808,28;502,6
19131229;808,26;503,3
19351018;805,94;505
19650608;807,02;498,4
19131228;806,3;496,6
19280205;808,88;508,9
19500806;806,56;495
19370416;808,74;500,5
19501028;808,62;499,2
19421027;809,9;504,6
19540906;808,48;502,9
19730316;806,06;502,9
19140121;803,74;496
19280130;801,42;502
19160403;799,1;501
19370306;807,78;506
19501027;805,46;505
19540828;803,14;497
19140426;800,82;498
19430103;800,8;502,3
19370502;798,48;502
19430102;800,36;500,2
19271119;799,14;505,1
19421023;802,02;501,2
19430115;800,6;500,9
19550130;798,58;500,3
19800730;797,66;503,4
19930908;814,84;518,5
19271112;812,62;498,1
19420817;810,3;499
19190514;807,98;505
19190418;805,66;497
19421029;806,84;508,5
19750925;811,92;505,4
19180401;809,6;499
19180326;807,48;499,2
19160226;807,96;500,8
19931207;816,14;511,5
19480105;819,92;505,1
19751002;819;497,4
19240103;820,68;504
19250103;824,96;501,6
19550202;826,94;501,3
19260408;829,22;504,6
19131125;829,2;503,3
19550215;827,68;497,8
19131124;825,36;504
19450105;823,24;504,2
19421115;820,92;499
19730209;825,5;511,9
19731021;826,08;501,9
19420830;824,86;506,1
19450226;826,54;508
19080328;825,72;500,5
19890709;827,7;506,3
19351220;829,48;501,1
19441123;846,46;515,3
19450107;848,94;506,8
19451029;846,82;499,2
19131026;844,6;496,1
19360216;848,68;506,4
19370301;846,36;499
19391216;844,04;504
19131227;852,52;506,8
19351215;851,2;496
19360104;849,98;498,1
19501029;850,66;499
19730528;848,34;504
19550111;853,02;504
19550131;853,5;507,8
19250105;851,18;499
19161216;850,66;504,8
19350930;852,24;506,9
19150310;851,62;505,7
19351019;852,5;508,2
19351108;850,38;504,2
19360127;848,06;501
19520415;845,74;501
19180405;845,42;504
19421116;845,8;500,7
19080401;843,48;496
19980819;841,16;498
19160220;838,84;502
19231229;837,92;504,4
19330102;835,7;496,1
19450113;833,38;498
19731215;832,56;502,5
19231123;830,24;501
19460412;827,92;497
19360211;825,6;501
19590414;823,28;501
19450224;820,96;498
19451012;818,74;502,1
19500823;835,02;515,6
19890705;832,7;501
19241125;830,38;496
19241210;828,16;505,1
19480320;825,84;502
19271007;823,62;504,1
19750921;821,5;504,2
19920911;819,28;501,1
19160822;817,86;498,9
19590321;820,54;504
19630222;818,22;500
19131210;817,6;504,7
19160806;815,28;504
19450908;812,96;498
19590310;810,64;505
19480718;817,12;510,8
19550203;817,8;500
19801231;815,38;502,9
19080405;819,36;503,3
19650606;819,04;506
19350627;831,32;511,6
19360113;830,3;503,3
19360128;830,58;502,6
19730612;828,26;504
19160119;826,14;498,2
19180406;826,42;505,6
19250106;826,8;497,7
19351218;825,58;504,1
19080904;828,06;505,8
19161208;827,54;504,8
19240907;825,42;496,2
19180404;829,8;504,7
19190415;833,18;503,7
19550218;831,16;501,3
19731022;831,84;503
19800729;829,52;502
19091228;831,3;506,1
19930323;828,88;504,9
19441126;826,76;495,2
19640106;825,84;499,4
19731023;825,92;499,4
19751001;823,6;503
19161215;822,28;502
19271124;824,16;506,2
19421101;821,84;504
19080327;819,52;504
19450208;819;499,8
19131207;816,88;495,2
19190728;815,16;499,6
19231209;818,64;507,8
19260404;816,32;497
19351230;818,3;507,3
19280119;828,98;511
19590505;826,76;496,1
19650605;824,44;505
19960407;822,12;504
19150309;819,8;502
19930820;817,38;502,9
19271118;815,06;504
19411104;812,74;498
19370309;816,12;500,7
19370413;813,8;501
19540905;818,68;510,2
19650127;817,26;496,9
19190722;827,04;514,1
19351005;824,72;505
19480313;822,4;502
19441201;820,08;498
19590423;817,76;499
19930824;815,74;499,3
19931201;814,82;497,4
19180329;818,5;502
19160115;816,18;503
19590325;820,56;502,7
19131209;822,64;504,4
19161207;820,72;496,4
19370519;818,9;505,5
19430114;834,28;520,7
19590322;834,96;507
19820509;832,64;502
19731214;835,12;499,8
19280222;832,9;501,1
19420829;830,58;497
19550106;828,26;501
19320514;825,94;503
19351023;823,62;498
19170131;822,4;501,1
19271122;820,28;501,2
19730530;818,86;504,9
19091226;817,84;499,3
19231228;824,52;504
19480924;823,6;504,4
19790703;821,28;500
19931129;818,96;502
19450121;823,94;506,3
19100805;841,82;519,2
19840127;839,4;497,9
19750903;836,98;504,9
19160122;836,46;503,8
19391205;834,64;503,5
19450207;833,72;498,4
19730203;831,3;495,9
19170929;828,98;496
19241128;834,56;509,9
19360103;832,64;504,4
19450825;831,72;498,4
19731219;829,4;501
19741015;826,98;504,9
19240908;827,76;498,1
19480317;834,64;511,2
19360106;838,22;509,9
19500828;836;496,1
19550214;834,98;497,3
19840311;834,06;506,4
19420901;837,04;506,3
19890623;834,72;502
19351214;832,4;498
19450830;841,78;507,7
19451113;843,86;502,4
19320316;841,54;495
19590330;849,22;513
19190406;846,9;504
19550204;847,88;505,3
19840120;845,46;496,9
19480920;844,54;500,4
19160218;850,42;509,2
19360112;848,1;501
19930825;848,68;499,9
19320428;847,86;504,5
19640105;845,84;504,3
19150220;845,22;506,7
19180408;843,4;505,5
19160224;848,38;508,3
19840307;845,96;501,9
19500803;877,84;536,2
19351017;876,62;505,1
19550129;874,3;498
19360108;876,88;501,9
19500805;874,56;500
19500913;872,24;495
19351217;870,82;505,9
19650123;868,5;505
19160121;866,38;499,2
19930321;863,96;499,9
19140120;861,64;496
19280129;860,82;504,5
19160821;859,2;502,7
19351203;858,28;505,4
19160402;855,96;505
19160412;870,24;520,6
19300719;887,42;515,5
19180325;886;496,9
19270913;885,48;499,8
19370310;886,46;508,3
19501026;884,24;496,1
19540827;881,92;502
19271111;884,5;500,9
19730315;882,18;499
19140425;879,86;501
19931130;880,54;507
19351104;878,72;500,5
19650615;889;517,6
19370501;886,68;500
19450104;886,26;496,9
19391129;890,24;504,3
19420816;900,62;513,7
19190513;898,4;500,1
19320426;897,98;496,9
19391208;903,06;508,4
19161214;901,64;495,9
19190417;900,02;504,7
19501102;908,6;515,9
19180331;911,48;501,2
19590304;909,16;502
19741018;914,74;504,9
19391203;912,52;503,1
19451028;910,2;503
19480923;908,18;502,3
19131123;906,06;502,2
19150216;903,74;504
19140312;907,82;501,4
19351105;908,1;497,6
19421114;905,88;497,1
19091225;904,16;499,6
19150219;902,64;500,8
19450206;901,02;503,7
19500914;901,5;501,8
19421102;902,98;504,8
19450824;909,36;503,7
19131025;907,24;498,2
19351106;907,32;499,4
19840310;912,8;506,8
19450222;910,78;496,3
19650507;916,56;505,1
19650121;914,24;496
19650126;912,32;505,4
19931109;909,9;500,9
19351107;909,98;507,4
19650524;908,46;501,8
19370228;906,74;498,6
19391215;904,42;503
19550213;902,1;495
19170130;900,08;496,3
19270912;910,06;509,3
19320427;910,44;504,7
19450103;909,92;504,8
19160524;908,7;505,1
19480919;906,88;504,5
19320425;904,56;503
19730527;902,24;496
19250104;904,92;508
19421030;907,7;507,1
19190727;906,98;501,6
19330101;905,06;504,4
19750920;902,64;502,9
19131005;900,62;502,3
19360126;898,4;503,1
19520414;896,08;503
19451011;895,76;504
19080331;899,54;503,1
19980818;898,02;505,8
19241209;895,9;504,2
19550217;900,18;507,6
19730529;902,66;509,8
19160219;903,74;505,4
19271006;901,42;504
19351015;899,1;503
19450112;896,78;505
19480318;898,06;503,6
19500825;895,84;497,1
19920910;893,52;501
19231122;891,2;497
19280128;889,18;498,3
19460411;886,86;500
19160118;891,84;502,3
19360210;889,52;501
19590413;887,2;499
19240906;884,98;503,1
19450223;885,36;505,7
19590502;883,14;502,1
19890704;880,82;496
19241124;878,5;495
19480319;878,58;498,4
19150305;878,06;506,8
19441202;879,84;507,1
19630221;877,52;504
19160805;875,2;505
19351202;880,88;503
19450907;878,56;501
19590309;876,24;497
19441125;880,32;504,4
19730611;878;500
19450209;880,08;504,4
19160604;877,76;495
19351016;878,04;502,6
19370518;885,72;514
19451010;883,4;500
19590426;889,98;509,9
19800728;887,66;500
19801230;885,24;495,9
19131121;882,92;502
19131206;881,3;502,7
19450102;878,98;499
19280123;887,06;515,4
19161206;884,74;500
19930823;884,02;498,6
19411102;882,1;501,4
19750930;882,08;506,3
19590504;882,06;504,3
19750929;879,84;498,1
19590503;880,22;500,7
19930322;881,5;507,6
19421031;882,08;500,9
19080326;879,76;502
19391204;880,74;504,3
19260403;878,42;502
19650604;876,1;503
19960406;873,78;499
19150308;871,46;504
19890630;869,04;504,9
19271117;866,72;502
19351216;869,8;509,4
19411103;869,98;498,5
19370412;867,66;499
19800717;865,44;495,1
19160413;866,82;504,7
19190726;864,9;496,4
19351004;862,58;500
19360102;862,36;503,1
19370406;860,14;501,1
19480312;857,82;495
19150304;857,1;498,6
19930819;854,78;497
19441130;852,76;496,3
19590422;850,44;504
19180324;848,22;496,1
19271121;854,2;503,3
19280125;851,88;498
19840128;853,96;509,4
19160114;851,84;495,2
19280221;849,52;496
19160327;855,6;513,4
19360130;853,28;499
19161012;850,96;496
19180407;853,84;508,2
19820508;851,42;495,9
19160820;849,1;502
19161213;853,78;511
19360101;851,46;500
19420828;849,14;505
19550105;847,22;502,4
19320513;844,9;503
19351022;842,68;496,1
19500906;840,36;504
19790702;838,04;495
19131114;844,22;513,5
19931128;841,9;495
19500827;839,58;495
19321014;861,96;527,7
19640104;859,84;504,2
19150306;860,72;508,2
19160523;858,6;503,2
19170928;856,38;505,1
19731218;854,36;496,3
19190416;857,44;507,4
19790606;855,02;503,9
19801217;866,2;508,5
19840126;863,98;498,1
19750902;861,66;497
19930822;866,94;503,6
19730202;864,52;498,9
19150218;862,3;504,1
19890622;860,88;497,9
19320430;858,56;501
19351103;856,24;500
19351213;853,92;495
19741014;851,7;500,1
19920904;866,08;520,7
19320315;863,76;502
19730210;867,64;502,2
19180912;886,22;523,9
19190405;883,9;498
19360124;881,78;496,2
19550206;881,06;504,6
19550211;879,74;503
19450205;886,92;512,5
19360111;884,6;497
19810101;887,98;502,7
19650523;885,76;502,1
19391209;887,64;505,2
19840119;886,52;505,2
19160120;889,9;501,7
19091224;888,48;502,9
19161228;886,46;502,3
19150303;896,84;513,7
19550128;894,52;504
19811001;892,2;497
19500804;894,58;508,7
19460219;892,96;496,7
19500912;891,64;500
19840306;889,22;497,9
19370227;894,3;510,4
19501025;892,08;496,1
19540925;903,96;518,2
19650122;905,74;508,1
19980817;903,42;495
19140119;901,1;499
19480922;900,78;506
19160401;898,56;500,1
19650118;904,14;512,9
19540826;901,82;499
19930320;899,5;503
19730314;897,18;505
19140424;896,16;501,3
19190512;893,84;504
19480918;891,52;504
19630820;914,6;526,4
19650125;912,98;504,7
19370430;910,66;503
19131122;912,04;501,7
19450221;909,82;502,1
19810910;907,4;501,9
19391202;905,78;496,7
19131024;903,56;501,1
19541220;903,54;506,3
19590303;901,82;501,6
19541219;899,6;499,1
19170129;897,28;496
19421113;895,06;501,1
19321231;893,84;498,1
19730211;894,52;502
19451027;904;507,8
19370409;901,68;497
19480921;904,66;504,3
19150215;914,84;513,5
19450217;914,12;501,6
19131205;923;513,2
19160826;930,18;512,5
19550205;933,26;500,4
19930924;930,94;503
19131004;928,72;503,1
19460208;980,3;550,9
19820505;978,28;501,3
19800718;979,66;507,7
19890602;977,34;505
19650120;975,02;495
19280127;973,9;502,2
19391214;971,58;502
19550212;972,46;500,2
19241208;970,24;505,1
19931108;968,12;499,2
19320424;965,8;502
19730526;963,48;501
19360125;964,46;503,3
19411029;973,94;509,8
19450921;982,52;514,9
19500824;987;506,8
19520413;984,68;500
19240905;995,26;514,9
19590501;992,94;503
19411101;991,22;505,6
19500830;989;498,1
19271005;986,68;498
19351014;984,46;495,1
19450111;983,34;502,2
19590305;986,22;507,2
19750919;983,9;495
19920909;981,58;495
19231121;979,26;505
19460410;976,94;503
19360209;974,62;502
19550208;973,5;504,2
19590412;972,58;502,4
19810306;971,06;496,8
19890703;968,74;503
19241123;966,62;495,2
19741020;964,5;499,2
19840118;962,28;504,1
19161224;959,96;495
19630220;957,64;497
19160804;955,32;497
19450906;953;498
19590308;952,88;498,2
19810911;953,66;502,1
19550210;953,44;500,1
19890621;951,12;503
19190725;949,3;497,5
19370410;949,98;503
19730610;947,56;496,9
19870726;946,14;499,9
19140313;949,12;508,3
19360119;946,8;495
19590307;944,88;498,4
19160603;942,66;500,1
19450216;940,54;502,2
19451009;938,22;502
19800727;935,9;505
19131120;933,58;498
19360117;944,36;515,1
19450101;942,14;496,1
19500908;942,12;500,3
19140423;941,3;505,5
19500907;943,08;509,1
19750928;940,66;495,9
19840301;940,24;501,9
19320407;948,52;512,6
19441129;946,6;497,4
19161205;944,98;501,7
19801229;942,76;497,1
19091223;955,14;510,7
19140314;955,32;497,5
19550209;955,7;497,7
19500911;953,38;501
19550104;951,06;497
19080325;948,74;501
19500904;947,32;495,9
19260402;945;498
19320420;942,88;503,2
19800716;941,36;495,8
19160113;956,04;515
19370405;953,82;496,1
19650603;952,2;496,7
19840131;951,88;504
19960405;949,46;501,9
19500901;947,14;497
19150307;949,02;502,2
19271116;958,7;517
19180323;956,48;501,1
19580619;954,56;500,4
19370411;954,94;497,7
19351003;963,12;512,5
19480311;960,8;496
19890629;969,08;508,6
19930818;966,76;500
19590421;964,44;495
19160414;966,82;508,7
19280124;969,5;501
19650526;968,18;499
19321230;967,76;503,9
19731217;965,34;496,9
19280220;963,02;495
19460218;960,8;496,1
19840229;958,48;500
19351021;956,96;500,8
19360129;962,14;510,5
