Datum,Etmaalsom neerslag,Hoogste uursom neerslag,Etmaalgemiddelde temperatuur,Etmaalgemiddelde windsnelheid
1946-11-25,0,0,89,72
1946-11-26,0,0,72,82
1946-11-27,1,1,67,87
1946-11-28,0,0,74,77
1946-11-29,10,5,79,77
1946-11-30,88,25,82,77
1946-12-01,11,5,60,67
1946-12-02,23,14,68,72
1946-12-03,23,9,40,77
1946-12-04,52,26,37,62
1946-12-05,2,1,14,31
1946-12-06,47,12,29,31
1946-12-07,4,2,32,51
1946-12-08,7,3,36,87
1946-12-09,1,1,49,103
1946-12-10,0,0,24,41
1946-12-11,4,2,13,62
1946-12-12,44,9,45,41
1946-12-13,1,1,22,21
1946-12-14,0,0,-21,41
1946-12-15,0,0,-68,51
1946-12-16,0,0,-83,62
1946-12-17,0,0,-68,62
1946-12-18,0,0,-70,62
1946-12-19,0,0,-62,31
1946-12-20,0,0,-107,31
1946-12-21,0,0,-111,26
1946-12-22,0,0,-39,67
1946-12-23,0,0,-60,62
1946-12-24,2,2,-33,41
1946-12-25,18,10,22,82
1946-12-26,0,0,30,77
1946-12-27,5,5,31,46
1946-12-28,1,1,12,26
1946-12-29,12,3,20,21
1946-12-30,17,12,18,51
1946-12-31,51,13,17,72
1947-01-01,3,2,29,46
1947-01-02,12,6,20,57
1947-01-03,0,0,7,31
1947-01-04,2,1,-14,77
1947-01-05,0,0,-45,98
1947-01-06,0,0,-75,93
1947-01-07,0,0,-103,46
1947-01-08,0,0,-64,57
1947-01-09,45,20,21,62
1947-01-10,1,1,1,31
1947-01-11,48,17,21,67
1947-01-12,11,5,31,72
1947-01-13,83,50,58,93
1947-01-14,29,11,46,77
1947-01-15,1,1,80,82
1947-01-16,0,0,55,67
1947-01-17,3,2,52,62
1947-01-18,2,1,42,62
1947-01-19,1,1,26,31
1947-01-20,0,0,11,26
1947-01-21,9,6,-17,31
1947-01-22,0,0,-29,36
1947-01-23,0,0,-29,51
1947-01-24,1,1,-52,36
1947-01-25,1,1,-57,21
1947-01-26,2,1,-61,77
1947-01-27,0,0,-60,67
1947-01-28,7,1,-92,51
1947-01-29,0,0,-101,36
1947-01-30,0,0,-83,46
1947-01-31,0,0,-62,51
1947-02-01,0,0,-72,41
1947-02-02,0,0,-48,57
1947-02-03,23,5,-14,77
1947-02-04,29,6,-38,77
1947-02-05,0,0,-31,67
1947-02-06,2,1,-52,57
1947-02-07,0,0,-85,57
1947-02-08,0,0,-92,77
1947-02-09,17,4,-49,72
1947-02-10,4,2,-51,72
1947-02-11,0,0,-86,57
1947-02-12,0,0,-77,36
1947-02-13,0,0,-60,26
1947-02-14,12,4,-35,46
1947-02-15,0,0,-60,46
1947-02-16,14,4,-66,46
1947-02-17,0,0,-70,57
1947-02-18,0,0,-71,67
1947-02-19,0,0,-55,41
1947-02-20,0,0,-59,26
1947-02-21,11,2,-61,57
1947-02-22,19,3,-66,57
1947-02-23,12,2,-66,36
1947-02-24,30,7,-59,31
1947-02-25,0,0,-55,15
1947-02-26,0,0,-47,67
1947-02-27,9,3,-18,62
1947-02-28,134,24,-15,57
1947-03-01,15,3,-33,62
1947-03-02,9,2,-8,51
1947-03-03,0,0,-68,21
1947-03-04,50,30,-22,57
1947-03-05,90,34,-16,57
1947-03-06,47,10,-6,51
1947-03-07,2,2,-33,57
1947-03-08,21,7,-38,51
1947-03-09,0,0,-4,41
1947-03-10,99,38,4,87
1947-03-11,141,55,7,57
1947-03-12,0,0,-26,46
1947-03-13,135,20,28,72
1947-03-14,48,28,16,62
1947-03-15,0,0,-5,41
1947-03-16,30,14,39,98
1947-03-17,0,0,67,87
1947-03-18,17,15,67,51
1947-03-19,23,8,68,57
1947-03-20,32,11,44,62
1947-03-21,91,42,74,67
1947-03-22,1,1,79,62
1947-03-23,19,14,87,93
1947-03-24,6,3,77,67
1947-03-25,26,8,43,62
1947-03-26,0,0,65,57
1947-03-27,11,9,78,41
1947-03-28,5,3,108,46
1947-03-29,3,1,124,82
1947-03-30,55,16,91,87
1947-03-31,0,0,91,51
1947-04-01,69,25,64,31
1947-04-02,2,2,43,31
1947-04-03,84,25,33,46
1947-04-04,62,17,68,67
1947-04-05,18,12,54,72
1947-04-06,53,16,86,108
1947-04-07,0,0,92,98
1947-04-08,49,14,83,87
1947-04-09,24,11,44,98
1947-04-10,1,1,42,26
1947-04-11,0,0,70,31
1947-04-12,0,0,94,41
1947-04-13,0,0,105,41
1947-04-14,0,0,104,46
1947-04-15,0,0,101,46
1947-04-16,0,0,110,36
1947-04-17,3,3,103,51
1947-04-18,0,0,99,57
1947-04-19,0,0,101,41
1947-04-20,0,0,123,62
1947-04-21,20,11,124,87
1947-04-22,7,5,115,82
1947-04-23,17,7,103,108
1947-04-24,0,0,101,118
1947-04-25,0,0,132,62
1947-04-26,0,0,103,57
1947-04-27,0,0,108,62
1947-04-28,4,2,104,98
1947-04-29,9,7,89,72
1947-04-30,67,15,72,77
1947-05-01,45,11,65,62
1947-05-02,32,7,61,77
1947-05-03,2,1,115,87
1947-05-04,17,5,89,62
1947-05-05,18,8,95,26
1947-05-06,0,0,123,46
1947-05-07,0,0,155,41
1947-05-08,0,0,179,51
1947-05-09,0,0,199,46
1947-05-10,133,59,198,62
1947-05-11,43,26,154,31
1947-05-12,23,14,173,36
1947-05-13,0,0,202,31
1947-05-14,0,0,198,41
1947-05-15,1,1,119,57
1947-05-16,29,18,128,41
1947-05-17,19,12,127,31
1947-05-18,86,25,112,21
1947-05-19,10,4,121,26
1947-05-20,0,0,126,26
1947-05-21,0,0,132,51
1947-05-22,0,0,153,41
1947-05-23,0,0,149,41
1947-05-24,1,1,149,31
1947-05-25,0,0,154,31
1947-05-26,78,78,169,41
1947-05-27,4,3,150,36
1947-05-28,0,0,156,36
1947-05-29,0,0,183,46
1947-05-30,0,0,204,46
1947-05-31,0,0,221,41
1947-06-01,245,129,223,31
1947-06-02,0,0,225,21
1947-06-03,0,0,249,31
1947-06-04,8,5,210,46
1947-06-05,35,14,139,82
1947-06-06,50,16,117,67
1947-06-07,12,4,132,67
1947-06-08,4,3,136,72
1947-06-09,27,13,124,77
1947-06-10,0,0,125,41
1947-06-11,0,0,133,41
1947-06-12,0,0,110,41
1947-06-13,0,0,109,36
1947-06-14,17,7,123,41
1947-06-15,89,47,138,72
1947-06-16,0,0,145,36
1947-06-17,0,0,170,31
1947-06-18,0,0,197,51
1947-06-19,8,3,168,31
1947-06-20,15,12,164,31
1947-06-21,7,4,158,41
1947-06-22,4,2,138,41
1947-06-23,0,0,150,36
1947-06-24,0,0,180,51
1947-06-25,0,0,196,51
1947-06-26,0,0,210,31
1947-06-27,0,0,269,51
1947-06-28,0,0,266,41
1947-06-29,13,11,205,41
1947-06-30,0,0,177,36
1947-07-01,194,191,158,31
1947-07-02,25,9,171,31
1947-07-03,0,0,191,36
1947-07-04,0,0,194,26
1947-07-05,77,42,154,67
1947-07-06,1,1,138,57
1947-07-07,9,3,153,62
1947-07-08,12,3,135,77
1947-07-09,32,13,133,51
1947-07-10,242,75,122,57
1947-07-11,164,42,140,62
1947-07-12,0,0,150,46
1947-07-13,0,0,161,36
1947-07-14,0,0,172,26
1947-07-15,0,0,197,46
1947-07-16,0,0,215,67
1947-07-17,0,0,205,46
1947-07-18,0,0,194,46
1947-07-19,0,0,185,41
1947-07-20,0,0,180,36
1947-07-21,1,1,181,31
1947-07-22,0,0,227,46
1947-07-23,0,0,235,31
1947-07-24,1,1,205,31
1947-07-25,0,0,212,31
1947-07-26,0,0,209,31
1947-07-27,0,0,214,41
1947-07-28,0,0,229,57
1947-07-29,1,1,220,51
1947-07-30,0,0,188,36
1947-07-31,0,0,178,41
1947-08-01,0,0,173,36
1947-08-02,0,0,182,41
1947-08-03,6,5,187,41
1947-08-04,1,1,197,36
1947-08-05,374,215,177,41
1947-08-06,52,15,166,62
1947-08-07,7,3,158,62
1947-08-08,1,1,154,36
1947-08-09,0,0,152,31
1947-08-10,0,0,179,51
1947-08-11,1,1,188,41
1947-08-12,1,1,188,41
1947-08-13,0,0,184,41
1947-08-14,1,1,206,41
1947-08-15,0,0,229,41
1947-08-16,0,0,250,46
1947-08-17,0,0,234,51
1947-08-18,0,0,227,62
1947-08-19,0,0,217,51
1947-08-20,0,0,201,46
1947-08-21,0,0,196,67
1947-08-22,0,0,192,62
1947-08-23,0,0,186,51
1947-08-24,1,1,185,51
1947-08-25,0,0,194,46
1947-08-26,1,1,192,57
1947-08-27,0,0,196,51
1947-08-28,1,1,183,62
1947-08-29,0,0,171,41
1947-08-30,0,0,171,46
1947-08-31,0,0,158,36
1947-09-01,0,0,162,41
1947-09-02,1,1,169,51
1947-09-03,1,1,166,31
1947-09-04,1,1,169,31
1947-09-05,0,0,168,31
1947-09-06,0,0,167,26
1947-09-07,0,0,157,26
1947-09-08,23,9,160,51
1947-09-09,1,1,156,67
1947-09-10,0,0,169,57
1947-09-11,1,1,186,46
1947-09-12,0,0,194,46
1947-09-13,108,63,186,46
1947-09-14,1,1,176,41
1947-09-15,1,1,204,57
1947-09-16,2,2,217,67
1947-09-17,0,0,170,31
1947-09-18,21,13,166,46
1947-09-19,0,0,209,41
1947-09-20,0,0,186,57
1947-09-21,194,110,150,67
1947-09-22,1,1,137,51
1947-09-23,95,25,118,46
1947-09-24,1,1,109,31
1947-09-25,1,1,118,41
1947-09-26,0,0,142,82
1947-09-27,0,0,144,36
1947-09-28,12,7,153,51
1947-09-29,22,7,133,46
1947-09-30,11,8,109,46
1947-10-01,1,1,107,36
1947-10-02,0,0,116,41
1947-10-03,0,0,93,36
1947-10-04,0,0,95,15
1947-10-05,0,0,114,36
1947-10-06,1,1,111,31
1947-10-07,1,1,111,26
1947-10-08,199,122,133,31
1947-10-09,3,1,134,26
1947-10-10,0,0,128,36
1947-10-11,0,0,132,31
1947-10-12,1,1,127,31
1947-10-13,2,2,125,26
1947-10-14,1,1,118,31
1947-10-15,0,0,118,46
1947-10-16,7,4,124,46
1947-10-17,24,10,91,41
1947-10-18,1,1,73,26
1947-10-19,0,0,57,31
1947-10-20,0,0,63,62
1947-10-21,0,0,81,41
1947-10-22,19,10,123,51
1947-10-23,10,7,111,26
1947-10-24,0,0,81,36
1947-10-25,0,0,51,62
1947-10-26,0,0,27,67
1947-10-27,0,0,34,67
1947-10-28,0,0,24,46
1947-10-29,0,0,36,51
1947-10-30,0,0,36,46
1947-10-31,0,0,64,31
1947-11-01,0,0,57,36
1947-11-02,0,0,99,62
1947-11-03,19,11,93,67
1947-11-04,18,5,92,62
1947-11-05,2,1,87,46
1947-11-06,2,1,88,36
1947-11-07,0,0,87,26
1947-11-08,0,0,91,46
1947-11-09,53,37,95,72
1947-11-10,80,19,96,77
1947-11-11,86,30,100,77
1947-11-12,167,100,126,123
1947-11-13,24,16,86,93
1947-11-14,220,57,66,51
1947-11-15,47,9,56,62
1947-11-16,18,12,45,62
1947-11-17,8,4,17,46
1947-11-18,0,0,12,31
1947-11-19,0,0,7,31
1947-11-20,1,1,49,62
1947-11-21,15,8,137,77
1947-11-22,120,38,129,87
1947-11-23,25,24,119,82
1947-11-24,5,2,71,93
1947-11-25,109,18,54,87
1947-11-26,84,24,41,67
1947-11-27,137,30,33,51
1947-11-28,1,1,16,41
1947-11-29,49,12,7,41
1947-11-30,16,6,26,41
1947-12-01,6,5,5,41
1947-12-02,6,3,7,62
1947-12-03,70,9,22,31
1947-12-04,21,12,21,57
1947-12-05,36,20,44,82
1947-12-06,2,1,41,67
1947-12-07,0,0,34,31
1947-12-08,1,1,22,31
1947-12-09,2,1,30,41
1947-12-10,1,1,22,26
1947-12-11,1,1,17,31
1947-12-12,8,4,71,51
1947-12-13,5,2,67,67
1947-12-14,2,1,35,36
1947-12-15,2,1,34,46
1947-12-16,62,30,67,72
1947-12-17,0,0,51,51
1947-12-18,0,0,-2,31
1947-12-19,116,25,36,62
1947-12-20,15,6,49,46
1947-12-21,19,5,66,67
1947-12-22,11,3,76,93
1947-12-23,0,0,81,82
1947-12-24,84,19,71,67
1947-12-25,290,65,73,72
1947-12-26,132,61,49,77
1947-12-27,127,23,81,98
1947-12-28,8,7,79,77
1947-12-29,9,9,39,82
1947-12-30,29,13,9,46
1947-12-31,18,10,-15,41
1948-01-01,147,44,46,72
1948-01-02,50,13,97,72
1948-01-03,15,9,106,72
1948-01-04,1,1,107,82
1948-01-05,61,11,79,108
1948-01-06,10,5,30,62
1948-01-07,161,47,82,67
1948-01-08,57,7,44,113
1948-01-09,28,24,27,62
1948-01-10,77,29,43,72
1948-01-11,179,24,48,82
1948-01-12,105,21,80,82
1948-01-13,46,9,113,129
1948-01-14,0,0,71,82
1948-01-15,16,12,42,41
1948-01-16,14,5,28,31
1948-01-17,32,22,25,87
1948-01-18,77,27,41,77
1948-01-19,29,11,18,57
1948-01-20,52,34,2,41
1948-01-21,32,23,9,57
1948-01-22,66,17,16,31
1948-01-23,0,0,9,41
1948-01-24,23,11,21,51
1948-01-25,2,2,35,46
1948-01-26,13,6,42,72
1948-01-27,2,1,32,51
1948-01-28,27,21,51,67
1948-01-29,15,10,70,72
1948-01-30,69,22,85,98
1948-01-31,1,1,97,82
1948-02-01,5,3,79,72
1948-02-02,5,2,96,98
1948-02-03,120,32,85,82
1948-02-04,4,2,62,72
1948-02-05,9,5,61,62
1948-02-06,59,30,62,93
1948-02-07,38,11,63,82
1948-02-08,97,25,93,62
1948-02-09,2,1,88,129
1948-02-10,43,10,66,57
1948-02-11,0,0,69,51
1948-02-12,23,13,61,67
1948-02-13,23,6,40,46
1948-02-14,4,3,68,36
1948-02-15,15,4,78,62
1948-02-16,0,0,23,51
1948-02-17,0,0,-9,51
1948-02-18,0,0,-22,51
1948-02-19,0,0,-34,72
1948-02-20,0,0,-77,77
1948-02-21,0,0,-66,77
1948-02-22,0,0,-38,82
1948-02-23,0,0,-16,72
1948-02-24,1,1,-27,41
1948-02-25,1,1,-18,62
1948-02-26,0,0,-5,77
1948-02-27,0,0,15,67
1948-02-28,0,0,39,26
1948-02-29,0,0,63,21
1948-03-01,0,0,25,36
1948-03-02,0,0,-6,26
1948-03-03,0,0,-10,26
1948-03-04,1,1,26,41
1948-03-05,1,1,38,36
1948-03-06,0,0,60,36
1948-03-07,1,1,48,41
1948-03-08,4,2,87,57
1948-03-09,0,0,85,36
1948-03-10,0,0,78,62
1948-03-11,0,0,80,51
1948-03-12,0,0,69,36
1948-03-13,0,0,77,36
1948-03-14,0,0,71,46
1948-03-15,0,0,82,67
1948-03-16,5,5,82,77
1948-03-17,92,23,63,46
1948-03-18,36,13,60,82
1948-03-19,24,7,53,72
1948-03-20,0,0,95,62
1948-03-21,0,0,81,62
1948-03-22,0,0,79,67
1948-03-23,0,0,62,46
1948-03-24,0,0,42,26
1948-03-25,0,0,65,31
1948-03-26,0,0,70,46
1948-03-27,0,0,79,72
1948-03-28,0,0,88,67
1948-03-29,0,0,122,46
1948-03-30,0,0,131,57
1948-03-31,34,8,105,93
1948-04-01,18,8,86,129
1948-04-02,54,21,78,118
1948-04-03,80,20,65,98
1948-04-04,76,54,71,93
1948-04-05,24,11,51,46
1948-04-06,25,24,62,51
1948-04-07,6,5,90,62
1948-04-08,64,34,86,93
1948-04-09,36,14,66,72
1948-04-10,2,1,58,26
1948-04-11,0,0,85,57
1948-04-12,0,0,87,31
1948-04-13,0,0,86,36
1948-04-14,0,0,92,46
1948-04-15,0,0,81,57
1948-04-16,0,0,101,72
1948-04-17,0,0,150,57
1948-04-18,15,9,154,31
1948-04-19,0,0,151,36
1948-04-20,0,0,146,31
1948-04-21,0,0,174,51
1948-04-22,34,11,140,46
1948-04-23,28,6,99,41
1948-04-24,0,0,127,62
1948-04-25,2,1,115,77
1948-04-26,0,0,96,51
1948-04-27,0,0,96,46
1948-04-28,0,0,124,87
1948-04-29,72,27,93,31
1948-04-30,55,16,72,46
1948-05-01,34,11,64,41
1948-05-02,61,29,90,46
1948-05-03,11,11,84,46
1948-05-04,0,0,101,51
1948-05-05,0,0,120,46
1948-05-06,0,0,129,41
1948-05-07,0,0,130,46
1948-05-08,0,0,130,62
1948-05-09,0,0,175,46
1948-05-10,168,108,162,31
1948-05-11,1,1,153,26
1948-05-12,0,0,122,26
1948-05-13,0,0,112,36
1948-05-14,0,0,136,41
1948-05-15,0,0,162,62
1948-05-16,0,0,185,67
1948-05-17,0,0,183,62
1948-05-18,0,0,172,46
1948-05-19,0,0,152,57
1948-05-20,0,0,135,51
1948-05-21,0,0,119,62
1948-05-22,0,0,114,41
1948-05-23,1,1,101,31
1948-05-24,2,1,106,51
1948-05-25,41,21,98,36
1948-05-26,118,38,120,51
1948-05-27,5,3,111,51
1948-05-28,0,0,104,41
1948-05-29,41,21,103,26
1948-05-30,39,16,95,36
1948-05-31,1,1,112,41
1948-06-01,61,21,121,31
1948-06-02,52,17,113,77
1948-06-03,16,7,112,77
1948-06-04,43,24,120,62
1948-06-05,38,19,133,62
1948-06-06,14,7,142,67
1948-06-07,0,0,160,62
1948-06-08,0,0,192,41
1948-06-09,0,0,177,51
1948-06-10,0,0,175,57
1948-06-11,0,0,215,26
1948-06-12,0,0,225,31
1948-06-13,0,0,217,51
1948-06-14,0,0,216,41
1948-06-15,10,6,156,41
1948-06-16,14,6,145,51
1948-06-17,3,3,139,57
1948-06-18,13,5,137,57
1948-06-19,23,17,132,41
1948-06-20,9,6,120,51
1948-06-21,10,4,122,46
1948-06-22,195,44,131,41
1948-06-23,2,1,136,46
1948-06-24,0,0,135,41
1948-06-25,0,0,138,36
1948-06-26,1,1,155,36
1948-06-27,131,48,145,41
1948-06-28,106,27,116,31
1948-06-29,78,52,119,36
1948-06-30,10,6,125,36
1948-07-01,139,36,127,67
1948-07-02,9,5,124,57
1948-07-03,1,1,138,46
1948-07-04,33,14,136,51
1948-07-05,12,4,142,46
1948-07-06,22,11,138,62
1948-07-07,7,3,127,36
1948-07-08,239,64,121,57
1948-07-09,49,29,135,57
1948-07-10,31,16,156,62
1948-07-11,29,22,136,46
1948-07-12,73,16,132,57
1948-07-13,25,14,133,46
1948-07-14,29,27,143,46
1948-07-15,14,8,146,36
1948-07-16,1,1,146,46
1948-07-17,7,7,151,31
1948-07-18,88,25,145,46
1948-07-19,3,2,157,41
1948-07-20,0,0,182,41
1948-07-21,0,0,188,62
1948-07-22,0,0,155,46
1948-07-23,0,0,148,36
1948-07-24,0,0,150,31
1948-07-25,0,0,178,26
1948-07-26,0,0,213,36
1948-07-27,0,0,243,41
1948-07-28,0,0,252,51
1948-07-29,0,0,244,46
1948-07-30,0,0,245,36
1948-07-31,0,0,197,31
1948-08-01,161,154,205,31
1948-08-02,456,173,200,31
1948-08-03,79,42,174,46
1948-08-04,32,19,162,31
1948-08-05,0,0,162,15
1948-08-06,19,18,190,31
1948-08-07,135,91,183,57
1948-08-08,43,14,169,108
1948-08-09,66,33,155,67
1948-08-10,15,11,154,26
1948-08-11,0,0,163,46
1948-08-12,161,84,151,57
1948-08-13,11,6,140,46
1948-08-14,2,1,173,57
1948-08-15,0,0,168,46
1948-08-16,30,17,161,46
1948-08-17,1,1,152,31
1948-08-18,0,0,144,46
1948-08-19,2,1,136,31
1948-08-20,16,15,138,41
1948-08-21,1,1,167,62
1948-08-22,40,13,167,51
1948-08-23,0,0,153,57
1948-08-24,0,0,158,51
1948-08-25,4,3,178,77
1948-08-26,0,0,151,72
1948-08-27,0,0,139,41
1948-08-28,0,0,122,26
1948-08-29,0,0,129,26
1948-08-30,0,0,149,26
1948-08-31,0,0,172,36
1948-09-01,20,9,148,46
1948-09-02,1,1,153,51
1948-09-03,60,24,148,62
1948-09-04,1,1,150,36
1948-09-05,0,0,159,62
1948-09-06,16,15,135,46
1948-09-07,1,1,139,41
1948-09-08,2,2,152,41
1948-09-09,1,1,169,36
1948-09-10,0,0,181,51
1948-09-11,42,23,166,46
1948-09-12,0,0,146,46
1948-09-13,50,18,129,57
1948-09-14,2,1,134,41
1948-09-15,3,3,147,51
1948-09-16,0,0,137,41
1948-09-17,0,0,134,51
1948-09-18,0,0,135,46
1948-09-19,5,4,145,51
1948-09-20,14,8,127,57
1948-09-21,53,13,93,57
1948-09-22,20,10,79,41
1948-09-23,3,1,100,31
1948-09-24,14,10,126,46
1948-09-25,1,1,135,46
1948-09-26,0,0,142,41
1948-09-27,0,0,168,57
1948-09-28,15,6,169,67
1948-09-29,2,1,146,46
1948-09-30,1,1,134,46
1948-10-01,1,1,113,31
1948-10-02,0,0,135,46
1948-10-03,19,8,131,46
1948-10-04,3,2,105,31
1948-10-05,1,1,96,15
1948-10-06,0,0,91,31
1948-10-07,0,0,84,36
1948-10-08,0,0,92,41
1948-10-09,0,0,100,36
1948-10-10,0,0,105,46
1948-10-11,0,0,102,41
1948-10-12,12,3,126,46
1948-10-13,1,1,119,41
1948-10-14,46,23,120,51
1948-10-15,5,3,107,57
1948-10-16,0,0,111,57
1948-10-17,5,2,118,77
1948-10-18,36,17,105,77
1948-10-19,87,13,79,41
1948-10-20,4,2,94,57
1948-10-21,19,5,119,57
1948-10-22,10,3,131,67
1948-10-23,0,0,104,62
1948-10-24,0,0,115,67
1948-10-25,2,2,110,77
1948-10-26,10,9,57,36
1948-10-27,1,1,34,31
1948-10-28,0,0,42,57
1948-10-29,0,0,48,46
1948-10-30,0,0,41,26
1948-10-31,0,0,35,15
1948-11-01,2,1,41,51
1948-11-02,34,7,68,51
1948-11-03,5,1,109,67
1948-11-04,31,21,96,82
1948-11-05,32,16,90,77
1948-11-06,0,0,57,41
1948-11-07,64,23,41,57
1948-11-08,7,2,35,67
1948-11-09,0,0,-9,36
1948-11-10,0,0,35,46
1948-11-11,0,0,22,26
1948-11-12,0,0,34,36
1948-11-13,0,0,67,57
1948-11-14,0,0,86,41
1948-11-15,0,0,85,46
1948-11-16,0,0,84,31
1948-11-17,16,6,64,26
1948-11-18,17,6,88,67
1948-11-19,5,3,112,57
1948-11-20,3,1,90,51
1948-11-21,27,17,75,46
1948-11-22,1,1,51,31
1948-11-23,0,0,47,26
1948-11-24,0,0,36,36
1948-11-25,0,0,-4,46
1948-11-26,0,0,6,36
1948-11-27,0,0,6,36
1948-11-28,1,1,-15,26
1948-11-29,2,1,-22,15
1948-11-30,3,1,-26,31
1948-12-01,1,1,-6,41
1948-12-02,0,0,17,62
1948-12-03,61,20,64,67
1948-12-04,119,18,81,57
1948-12-05,0,0,58,41
1948-12-06,0,0,66,87
1948-12-07,0,0,93,93
1948-12-08,3,1,81,62
1948-12-09,0,0,73,77
1948-12-10,0,0,54,72
1948-12-11,0,0,73,72
1948-12-12,23,10,96,72
1948-12-13,10,4,82,72
1948-12-14,64,26,105,103
1948-12-15,2,1,81,62
1948-12-16,14,4,54,57
1948-12-17,39,15,64,46
1948-12-18,0,0,29,41
1948-12-19,1,1,-2,51
1948-12-20,0,0,-6,46
1948-12-21,6,2,4,21
1948-12-22,0,0,-22,41
1948-12-23,1,1,-15,21
1948-12-24,0,0,8,36
1948-12-25,3,1,-31,46
1948-12-26,2,1,-47,46
1948-12-27,1,1,-52,57
1948-12-28,0,0,-32,57
1948-12-29,70,24,36,77
1948-12-30,1,1,31,103
1948-12-31,59,21,28,93
1949-01-01,58,15,55,144
1949-01-02,0,0,34,98
1949-01-03,14,4,17,67
1949-01-04,87,20,12,72
1949-01-05,13,4,53,36
1949-01-06,0,0,58,51
1949-01-07,0,0,52,67
1949-01-08,13,4,47,77
1949-01-09,9,5,15,41
1949-01-10,1,1,3,36
1949-01-11,7,2,40,72
1949-01-12,25,6,26,67
1949-01-13,2,1,26,51
1949-01-14,27,12,64,72
1949-01-15,8,2,42,41
1949-01-16,16,6,65,77
1949-01-17,0,0,74,72
1949-01-18,0,0,73,72
1949-01-19,0,0,88,98
1949-01-20,12,10,65,82
1949-01-21,14,6,59,108
1949-01-22,4,3,29,41
1949-01-23,2,1,10,51
1949-01-24,8,6,7,36
1949-01-25,5,1,15,46
1949-01-26,0,0,7,41
1949-01-27,0,0,18,41
1949-01-28,2,1,16,41
1949-01-29,2,1,19,36
1949-01-30,0,0,29,57
1949-01-31,5,2,37,57
1949-02-01,1,1,11,36
1949-02-02,1,1,-16,31
1949-02-03,1,1,-35,26
1949-02-04,1,1,-28,26
1949-02-05,2,1,-36,21
1949-02-06,1,1,6,31
1949-02-07,1,1,10,51
1949-02-08,19,7,47,72
1949-02-09,85,23,45,98
1949-02-10,9,7,42,98
1949-02-11,2,1,1,26
1949-02-12,43,22,20,46
1949-02-13,3,1,26,36
1949-02-14,2,2,56,62
1949-02-15,1,1,83,57
1949-02-16,0,0,74,46
1949-02-17,0,0,55,41
1949-02-18,0,0,52,41
1949-02-19,3,1,45,31
1949-02-20,2,1,61,41
1949-02-21,17,10,103,67
1949-02-22,26,16,79,87
1949-02-23,5,2,94,77
1949-02-24,3,1,69,51
1949-02-25,0,0,49,57
1949-02-26,0,0,66,72
1949-02-27,22,7,59,118
1949-02-28,26,10,37,82
1949-03-01,57,17,40,154
1949-03-02,3,1,8,72
1949-03-03,8,4,8,51
1949-03-04,0,0,-19,36
1949-03-05,0,0,-37,31
1949-03-06,0,0,-35,21
1949-03-07,0,0,-9,31
1949-03-08,0,0,-22,62
1949-03-09,0,0,-4,51
1949-03-10,0,0,27,31
1949-03-11,0,0,33,31
1949-03-12,9,3,32,41
1949-03-13,12,4,72,82
1949-03-14,37,9,59,67
1949-03-15,5,2,41,77
1949-03-16,43,12,50,93
1949-03-17,60,44,43,72
1949-03-18,20,7,38,93
1949-03-19,10,7,13,26
1949-03-20,1,1,18,31
1949-03-21,8,2,28,46
1949-03-22,2,1,46,26
1949-03-23,0,0,91,31
1949-03-24,0,0,101,62
1949-03-25,0,0,103,46
1949-03-26,0,0,87,36
1949-03-27,0,0,56,51
1949-03-28,0,0,80,41
1949-03-29,0,0,119,36
1949-03-30,0,0,109,36
1949-03-31,0,0,81,41
1949-04-01,0,0,64,41
1949-04-02,0,0,117,46
1949-04-03,81,27,116,77
1949-04-04,2,2,134,113
1949-04-05,8,7,113,67
1949-04-06,91,35,128,77
1949-04-07,145,24,73,108
1949-04-08,19,13,46,93
1949-04-09,10,5,44,87
1949-04-10,1,1,69,41
1949-04-11,0,0,107,77
1949-04-12,106,23,107,82
1949-04-13,2,1,101,62
1949-04-14,0,0,104,26
1949-04-15,0,0,135,41
1949-04-16,0,0,172,72
1949-04-17,0,0,160,46
1949-04-18,0,0,153,41
1949-04-19,0,0,114,51
1949-04-20,0,0,96,51
1949-04-21,10,10,116,51
1949-04-22,26,12,87,62
1949-04-23,0,0,103,41
1949-04-24,0,0,130,31
1949-04-25,25,16,91,41
1949-04-26,53,21,78,41
1949-04-27,0,0,86,31
1949-04-28,10,4,92,51
1949-04-29,79,16,81,57
1949-04-30,1,1,66,51
1949-05-01,0,0,75,57
1949-05-02,0,0,103,67
1949-05-03,0,0,134,67
1949-05-04,4,4,170,31
1949-05-05,9,5,95,31
1949-05-06,1,1,83,41
1949-05-07,29,20,66,51
1949-05-08,0,0,83,36
1949-05-09,12,6,69,62
1949-05-10,31,7,72,41
1949-05-11,35,5,78,21
1949-05-12,1,1,106,36
1949-05-13,0,0,119,51
1949-05-14,0,0,114,31
1949-05-15,1,1,110,31
1949-05-16,0,0,117,36
1949-05-17,12,6,124,62
1949-05-18,2,2,115,41
1949-05-19,0,0,138,46
1949-05-20,1,1,138,51
1949-05-21,0,0,127,46
1949-05-22,0,0,127,41
1949-05-23,0,0,151,26
1949-05-24,96,29,111,67
1949-05-25,0,0,123,57
1949-05-26,91,25,97,57
1949-05-27,1,1,117,51
1949-05-28,0,0,135,57
1949-05-29,8,6,116,26
1949-05-30,3,2,127,31
1949-05-31,88,23,131,36
1949-06-01,0,0,150,41
1949-06-02,0,0,134,31
1949-06-03,38,13,137,51
