FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
9899,29-12-2014,13,14482,Voeding:,Bakkerijproducten,Glutenvrije muffins voor een gezonder alternatief,6.5
14943,29-12-2014,26,12217,Woondecoratie:,Schilderijen en wanddecoratie,Spiegel met Vintage Frame voor elegante uitstraling,83.9
16052,30-12-2014,11,2061,Voeding:,Zuivelproducten,Volle melk voor het maken van koffie,7.5
10701,31-12-2014,16,14060,Woondecoratie:,Kaarsen en geurverspreiders,Glazen Geurkaars met Zeebriesaroma voor frisheid,20.3
11357,31-12-2014,25,11493,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,7.3
17225,31-12-2014,20,13293,Huishoudelijke Artikelen:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,75.9
14633,1-1-2015,21,6603,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1207.2
20370,1-1-2015,28,13295,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,39.8
5611,2-1-2015,26,13473,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),KitchenAid Food Processor voor hakken en mengen,147.0
6984,2-1-2015,4,1635,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,104.1
15171,2-1-2015,13,12349,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,751.0
19149,2-1-2015,3,5277,Voeding:,Verse producten (groenten, fruit, vlees, vis),Verse zalmfilet voor gezonde maaltijden,5.5
2148,3-1-2015,11,12566,Kleding en Mode:,Hoeden,Beanies in verschillende kleuren,38.9
5030,3-1-2015,7,4941,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Luxe dekbedovertrekset met satijnen afwerking,120.0
7853,3-1-2015,19,14034,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1354.1
9853,3-1-2015,9,14939,Auto en Transport:,Fictie en non-fictie boeken,Becoming door Michelle Obama,20.0
15309,3-1-2015,30,12888,Elektronica:,Slimme horloges,Samsung Galaxy Watch 4 met ECG-meting,615.0
17823,3-1-2015,9,9874,Woondecoratie:,Beeldjes en ornamenten,Natuurstenen Boekensteunen voor functionele kunst,12.0
3037,4-1-2015,18,4782,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,35.5
11858,4-1-2015,9,13016,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,199.0
12556,4-1-2015,17,12000,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Vitamix Pro 750 Blender voor gladde smoothies,241.6
15313,4-1-2015,15,8288,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
17004,4-1-2015,30,11104,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,31.1
8559,5-1-2015,4,6294,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,CeraVe Moisturizing Cream voor droge huid,23.3
9727,5-1-2015,24,8402,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,534.9
11169,5-1-2015,22,9452,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Houten eettafel met uitschuifbaar blad,667.4
12056,5-1-2015,5,11615,Auto en Transport:,Autowas- en reinigingsproducten,Turtle Wax Trim Restorer voor plastic en rubber,6.0
15167,5-1-2015,2,4874,Woondecoratie:,Beeldjes en ornamenten,Metalen Sculptuur met Abstract Design voor eigentijds interieur,68.4
20477,5-1-2015,26,10509,Boeken en Onderwijs:,Schrijfwaren,Moleskine Classic Notitieboek voor notities en schetsen,14.8
2516,6-1-2015,6,1466,Boeken en Onderwijs:,E-books en audioboeken,Born a Crime door Trevor Noah (Audioboek),24.7
8721,6-1-2015,18,1872,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,32.9
9458,6-1-2015,2,5022,Elektronica:,Smartphones,Samsung Galaxy S21 Ultra met groot AMOLED-scherm,662.8
19252,6-1-2015,5,1529,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,393.0
19360,6-1-2015,24,4720,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,608.2
19418,6-1-2015,13,3205,Schoonheids- en Verzorgingsproducten:,Make-up,Urban Decay Naked Eyeshadow Palette voor veelzijdige ooglooks,42.4
3909,7-1-2015,24,14047,Sport en Recreatie:,Fitnessapparatuur,Peloton Spin Bike met interactieve lessen,1137.3
5444,7-1-2015,21,8314,Sport en Recreatie:,Fitnessapparatuur,Peloton Spin Bike met interactieve lessen,1198.0
6336,7-1-2015,6,4168,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,23.8
11189,7-1-2015,26,10998,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,L'Occitane Shea Butter Hand Cream voor verzorgde handen,15.0
16435,7-1-2015,11,7198,Reizen en Toerisme:,Vliegtickets,Economy Class Vliegticket naar Parijs,1345.1
9828,8-1-2015,13,10307,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,45.2
15811,8-1-2015,17,9148,Kleding en Mode:,T-shirts,Katoenen basic T-shirt,33.8
3401,9-1-2015,21,12857,Auto en Transport:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,15.0
8532,9-1-2015,1,14367,Kleding en Mode:,T-shirts,Oversized vintage T-shirt,17.8
11125,9-1-2015,30,1862,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,149.0
11759,9-1-2015,7,6352,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,14.6
11852,9-1-2015,7,8556,Elektronica:,Laptops,ASUS ROG Zephyrus G14 voor gamers en creatievelingen,2397.0
13302,9-1-2015,24,1996,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Car Trash Can voor netheid en organisatie,17.4
18800,9-1-2015,15,6313,Sport en Recreatie:,Fitnessapparatuur,Peloton Spin Bike met interactieve lessen,1095.7
3103,10-1-2015,2,9784,Huishoudelijke Artikelen:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,76.9
9045,10-1-2015,13,94,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Febreze Car Vent Clip Luchtverfrisser voor frisse geur,16.2
15935,10-1-2015,9,4173,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Febreze Car Vent Clip Luchtverfrisser voor frisse geur,15.4
18854,10-1-2015,6,1726,Boeken en Onderwijs:,Educatieve materialen,Science Experiment Kit voor hands-on leren,22.5
19739,10-1-2015,29,6577,Boeken en Onderwijs:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.3
1638,11-1-2015,19,8021,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,14.2
5961,11-1-2015,22,6893,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,751.0
12019,11-1-2015,28,477,Reizen en Toerisme:,Activiteiten en rondleidingen,Stadstour door Rome met Bezoek aan het Colosseum,141.0
17711,11-1-2015,7,3546,Elektronica:,Slimme horloges,Fossil Gen 5 met stijlvol design en Wear OS,494.6
17902,11-1-2015,23,10329,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Michelin Pilot Sport 4 Zomerbanden voor grip,75.0
18836,11-1-2015,20,1458,Elektronica:,Laptops,Dell XPS 15 met dunne randen en krachtige prestaties,953.4
19602,11-1-2015,23,13893,Kleding en Mode:,Schoenen,Wandelschoenen met waterdichte membranen,71.9
4954,12-1-2015,7,131,Reizen en Toerisme:,Vliegtickets,Last-Minute Vliegticket naar Barcelona,622.7
12435,12-1-2015,24,1177,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,19.0
11158,13-1-2015,7,4194,Schoonheids- en Verzorgingsproducten:,Make-up,Maybelline Great Lash Mascara voor volle wimpers,32.9
12318,13-1-2015,7,36,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,68.4
17216,13-1-2015,22,8498,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,186.0
2675,14-1-2015,19,5367,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,319.9
5766,14-1-2015,17,1876,Woondecoratie:,Planten en bloemen,Vredeslelie voor luchtzuivering en elegantie,6.0
6846,14-1-2015,14,6910,Auto en Transport:,Fietsen en scooters,Segway Ninebot MAX G30LP E-scooter met lange actieradius,911.7
7175,14-1-2015,19,14785,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),KitchenAid Food Processor voor hakken en mengen,149.0
8479,14-1-2015,11,14565,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.7
9556,14-1-2015,7,11185,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,229.7
13316,14-1-2015,17,7506,Kleding en Mode:,Jurken,Maxi-jurk met ruches en paisley-patroon,87.7
16416,15-1-2015,22,10637,Voeding:,Verpakte snacks,Kinder Bueno Chocoladerepen als zoete traktatie,8.4
1909,16-1-2015,9,4216,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,11.3
7706,16-1-2015,9,2488,Elektronica:,Tablets,Amazon Fire HD 10 voor betaalbare entertainment,502.3
18170,16-1-2015,19,3736,Kleding en Mode:,Broeken,Wijde palazzo-broek met bloemenpatroon,78.0
18226,16-1-2015,24,3196,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,5.6
1574,17-1-2015,26,14485,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1252.5
3082,17-1-2015,29,3492,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,123.0
8550,17-1-2015,30,8182,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,148.0
16142,17-1-2015,17,14178,Boeken en Onderwijs:,Studieboeken,Introduction to Psychology door James W. Kalat,21.6
1236,18-1-2015,11,5692,Woondecoratie:,Kussens en dekens,Gewatteerd Sierkussen voor extra comfort,69.5
8728,18-1-2015,1,14784,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,541.5
13268,18-1-2015,16,12197,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,48.7
14033,18-1-2015,21,14963,Voeding:,Drankjes (frisdrank, sap, water),Coca-Cola Frisdrank in blik,4.9
1667,19-1-2015,17,4106,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,45.2
4046,19-1-2015,3,8908,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,8.3
6432,19-1-2015,22,530,Sport en Recreatie:,Fietsen,Cannondale Quick Hybride Fiets voor stadsvervoer,1009.7
7912,19-1-2015,30,13214,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Memory Foam Kussen voor ergonomische ondersteuning,85.0
10320,19-1-2015,15,14857,Woondecoratie:,Kaarsen en geurverspreiders,"Yankee Candle Geurkaars in de geur ""Vanilla Cupcake""",21.3
13172,19-1-2015,18,9436,Auto en Transport:,Autowas- en reinigingsproducten,Armor All Car Interior Cleaner voor interieuronderhoud,29.8
14499,19-1-2015,5,13783,Reizen en Toerisme:,Vliegtickets,Business Class Vliegticket naar New York,1367.6
19684,19-1-2015,6,11630,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Breville Barista Express Koffiezetapparaat voor espresso liefhebbers,203.0
6969,20-1-2015,27,8810,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.6
8276,20-1-2015,29,11898,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,21.7
5169,21-1-2015,2,5461,Kleding en Mode:,T-shirts,Oversized vintage T-shirt,16.3
6855,21-1-2015,29,5674,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,65.1
11018,21-1-2015,26,6887,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,196.2
16976,21-1-2015,8,4687,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Moderne fauteuil met minimalistisch ontwerp,1396.9
19024,21-1-2015,1,12632,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,148.0
2394,22-1-2015,14,7556,Voeding:,Verpakte snacks,Lay's Classic Chips voor een klassieke snack,5.8
1504,23-1-2015,1,12522,Voeding:,Verpakte snacks,Kinder Bueno Chocoladerepen als zoete traktatie,9.2
2819,23-1-2015,17,10822,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,737.8
14542,23-1-2015,13,9158,Woondecoratie:,Kaarsen en geurverspreiders,Glazen Geurkaars met Zeebriesaroma voor frisheid,20.8
16293,23-1-2015,5,1502,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,60.4
17480,23-1-2015,4,4401,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,188.5
9546,24-1-2015,4,1658,Reizen en Toerisme:,Activiteiten en rondleidingen,Stadstour door Rome met Bezoek aan het Colosseum,127.4
10492,24-1-2015,20,5571,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,137.3
9361,25-1-2015,5,12129,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,14.4
15460,25-1-2015,12,1658,Woondecoratie:,Planten en bloemen,Bonsai Boom voor een artistiek accent,17.7
18386,25-1-2015,30,823,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,6.2
20092,25-1-2015,4,2470,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Bumble and Bumble Surf Spray voor beachy waves,9.7
7505,26-1-2015,27,3770,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,109.3
8074,26-1-2015,3,10159,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,43.7
14326,26-1-2015,19,860,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,6.8
3908,27-1-2015,9,4193,Boeken en Onderwijs:,Educatieve materialen,LEGO Education Mindstorms Robotkit voor STEM-onderwijs,82.4
8878,27-1-2015,9,3132,Auto en Transport:,Fietsen en scooters,Segway Ninebot MAX G30LP E-scooter met lange actieradius,845.8
15294,27-1-2015,8,14594,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,116.8
15475,27-1-2015,5,9478,Sport en Recreatie:,Fitnessapparatuur,NordicTrack Treadmill voor indoor hardlopen,455.1
20652,27-1-2015,1,4996,Reizen en Toerisme:,Activiteiten en rondleidingen,Snorkelavontuur in het Great Barrier Reef, Australi ,80.6
2053,28-1-2015,7,10722,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,195.2
9383,28-1-2015,2,6987,Voeding:,Zuivelproducten,Lactosevrije Almond Melk voor veganisten,9.6
10459,28-1-2015,24,13023,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,7.5
7430,29-1-2015,4,6250,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,378.7
16377,29-1-2015,24,7171,Boeken en Onderwijs:,Fictie en non-fictie boeken,Educated door Tara Westover,10.2
5781,30-1-2015,18,7686,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,146.3
12350,30-1-2015,14,8595,Woondecoratie:,Beeldjes en ornamenten,Houten Boeddha Ornament voor spirituele sfeer,83.3
2009,31-1-2015,14,13697,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.6
19030,31-1-2015,9,12560,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,24.4
10608,1-2-2015,21,2212,Reizen en Toerisme:,Vliegtickets,Business Class Vliegticket naar New York,1367.6
15484,1-2-2015,20,14789,Schoonheids- en Verzorgingsproducten:,Make-up,MAC Ruby Woo Lipstick voor een klassieke rode lip,37.0
17246,1-2-2015,28,10087,Huishoudelijke Artikelen:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,73.1
5039,2-2-2015,2,1230,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Cuisinart IJsmachine voor huisgemaakt ijs,80.1
7927,2-2-2015,25,7439,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,152.0
12452,2-2-2015,1,2468,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Michelin Pilot Sport 4 Zomerbanden voor grip,76.9
7716,3-2-2015,27,5771,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,43.7
8856,3-2-2015,7,14287,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,431.3
10605,3-2-2015,26,5096,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,118.0
17240,3-2-2015,20,1642,Sport en Recreatie:,Fietsen,BMX-fiets voor tricks en stunts,1099.0
3271,4-2-2015,30,6106,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,563.0
8275,4-2-2015,17,13035,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,8.2
4093,5-2-2015,25,2368,Auto en Transport:,Autowas- en reinigingsproducten,Turtle Wax Trim Restorer voor plastic en rubber,6.0
8224,5-2-2015,11,9937,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,175.0
8627,5-2-2015,22,1460,Elektronica:,Laptops,Lenovo ThinkPad X1 Carbon voor zakelijke gebruikers,787.5
9372,5-2-2015,18,9784,Boeken en Onderwijs:,E-books en audioboeken,The Subtle Art of Not Giving a F*ck door Mark Manson (Audioboek),8.3
15326,5-2-2015,2,6329,Voeding:,Zuivelproducten,Lactosevrije Almond Melk voor veganisten,10.4
16179,5-2-2015,26,7367,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Callaway Mavrik Golfclubs voor afstand en nauwkeurigheid,130.8
16386,5-2-2015,19,2256,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,5.6
20661,5-2-2015,25,75,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1145.9
1705,6-2-2015,12,476,Sport en Recreatie:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,76.9
5711,6-2-2015,5,14677,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,96.6
5863,6-2-2015,12,12638,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,27.7
15330,6-2-2015,24,1098,Reizen en Toerisme:,Vliegtickets,Business Class Vliegticket naar New York,1457.6
16713,6-2-2015,27,13565,Kleding en Mode:,Hoeden,Strooien hoed met brede rand,47.3
7799,7-2-2015,28,4551,Schoonheids- en Verzorgingsproducten:,Make-up,"NARS Blush in de tint ""Orgasm"" voor een subtiele blos",27.3
10920,7-2-2015,5,3394,Kleding en Mode:,Hoeden,Strooien hoed met brede rand,43.7
14236,7-2-2015,4,606,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Panasonic Inverter Magnetronoven voor snel opwarmen,113.9
15074,7-2-2015,5,1345,Boeken en Onderwijs:,E-books en audioboeken,The Hunger Games door Suzanne Collins (E-book),11.3
16442,7-2-2015,12,13462,Auto en Transport:,Fietsen en scooters,Trek Dual Sport+ Elektrische Fiets voor veelzijdigheid,765.5
20139,7-2-2015,24,2994,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,361.4
3182,8-2-2015,20,8817,Kleding en Mode:,Broeken,Corduroy broek met rechte pijpen,71.0
3848,8-2-2015,30,14114,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,177.4
5204,8-2-2015,9,7296,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Pantene Pro-V Shampoo voor volume en zachtheid,18.3
7093,8-2-2015,18,9576,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,12.3
11780,8-2-2015,2,4684,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,65.1
19119,8-2-2015,21,14254,Elektronica:,Slimme horloges,Fossil Gen 5 met stijlvol design en Wear OS,469.2
2094,9-2-2015,12,13715,Boeken en Onderwijs:,Educatieve materialen,Rosetta Stone Taalcursus voor taalverwerving,80.1
14102,9-2-2015,22,3489,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,32.8
18739,9-2-2015,26,10449,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,6.8
6917,10-2-2015,2,391,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.4
15519,11-2-2015,3,11848,Reizen en Toerisme:,Hotelaccommodaties,Rustiek Chalet in Zwitserse Alpen voor bergavontuur,374.0
5340,12-2-2015,7,4760,Auto en Transport:,Fictie en non-fictie boeken,Becoming door Michelle Obama,19.2
10032,12-2-2015,8,11196,Reizen en Toerisme:,Activiteiten en rondleidingen,Snorkelavontuur in het Great Barrier Reef, Australi ,89.4
12575,12-2-2015,3,3993,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,138.0
1604,13-2-2015,27,4245,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,185.1
1777,13-2-2015,19,7672,Woondecoratie:,Schilderijen en wanddecoratie,Metalen Muurdecoratie met geometrisch patroon,80.1
10996,13-2-2015,16,3326,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Vintage dressoir met opbergruimte,718.8
11931,13-2-2015,11,2541,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,10.1
12860,13-2-2015,14,9405,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,5.0
14076,13-2-2015,29,2198,Auto en Transport:,Fietsen en scooters,Razor A5 Lux Step Scooter voor kinderen en tieners,188.0
16328,13-2-2015,4,2978,Elektronica:,Smartphones,Samsung Galaxy S21 Ultra met groot AMOLED-scherm,671.9
19190,13-2-2015,12,13505,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,81.9
12945,14-2-2015,7,7641,Boeken en Onderwijs:,Schrijfwaren,Moleskine Classic Notitieboek voor notities en schetsen,14.5
13459,14-2-2015,16,14693,Schoonheids- en Verzorgingsproducten:,Make-up,Urban Decay Naked Eyeshadow Palette voor veelzijdige ooglooks,40.8
4477,16-2-2015,2,7319,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,164.4
17093,16-2-2015,27,4248,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Houten eettafel met uitschuifbaar blad,703.0
18873,16-2-2015,4,4178,Kleding en Mode:,Schoenen,Witte leren sneakers met rubberen zool,180.2
1569,17-2-2015,3,6906,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,18.0
6062,17-2-2015,13,10120,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,153.1
13171,17-2-2015,30,7221,Elektronica:,Tablets,Apple iPad Pro met Liquid Retina-display,535.3
16751,17-2-2015,4,8607,Woondecoratie:,Kaarsen en geurverspreiders,Glazen Geurkaars met Zeebriesaroma voor frisheid,18.5
17366,17-2-2015,17,1223,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,18.2
1322,18-2-2015,2,2254,Woondecoratie:,Beeldjes en ornamenten,Houten Boeddha Ornament voor spirituele sfeer,86.5
1796,18-2-2015,28,10168,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,4.5
11627,18-2-2015,20,6841,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,203.7
18849,18-2-2015,22,14278,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Jersey Hoeslaken voor comfortabel slapen,74.1
2222,19-2-2015,9,11591,Kleding en Mode:,Jurken,Denim overgooierjurk met knopen,133.1
2871,19-2-2015,13,2986,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,20.3
4229,19-2-2015,11,11096,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,186.1
16988,19-2-2015,2,3977,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,184.3
8718,20-2-2015,21,12025,Woondecoratie:,Kaarsen en geurverspreiders,"Yankee Candle Geurkaars in de geur ""Vanilla Cupcake""",21.3
5509,21-2-2015,24,5680,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,36.5
6459,21-2-2015,28,9135,Woondecoratie:,Schilderijen en wanddecoratie,Abstract Canvas Schilderij voor moderne inrichting,43.0
7397,21-2-2015,14,7680,Voeding:,Verse producten (groenten, fruit, vlees, vis),Mals rundvlees voor een heerlijke steak,14.5
7624,21-2-2015,3,13773,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,36.5
19080,21-2-2015,26,14329,Woondecoratie:,Planten en bloemen,Hangende Vetplant in Macram  Hanger voor verticaal tuinieren,20.0
2129,22-2-2015,14,1838,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Seat Gap Filler voor het voorkomen van spullen in openingen,7.2
12485,22-2-2015,9,6466,Schoonheids- en Verzorgingsproducten:,Parfums,Viktor & Rolf Flowerbomb Eau de Parfum voor bloemige noten,97.5
16729,22-2-2015,17,9263,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,134.4
17620,22-2-2015,15,5566,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,33.8
19445,22-2-2015,22,14983,Auto en Transport:,Autowas- en reinigingsproducten,Stoner Invisible Glass Cleaner voor streepvrije ramen,8.2
20707,22-2-2015,17,9136,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,43.7
